传奇名称,底材名称,传奇来源,判定依据,Wiki匹配,Wiki查询URL,校验日期
Sibyl's Lament,Coral Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sibyl's_Lament,2026-09-03
Al Dhih,Timeworn Claw,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Al_Dhih,2026-09-03
The Baron,Close Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Baron,2026-09-03
Fairgraves' Tricorne,Tricorne,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fairgraves'_Tricorne,2026-09-03
Reaper's Pursuit,Shadow Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Reaper's_Pursuit,2026-09-03
Windshriek,Reinforced Greaves,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Windshriek,2026-09-03
Siegebreaker,Heavy Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Siegebreaker,2026-09-03
Tawhanuku's Timing,Moonstone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tawhanuku's_Timing,2026-09-03
Faithguard,Runic Helm,其它掉落,Drops from Expedition monsters in zones or Logbooks.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Faithguard,2026-09-03
Berek's Respite,Two-Stone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Berek's_Respite,2026-09-03
Arn's Anguish,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Arn's_Anguish,2026-09-03
Nevalius Inheritance,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nevalius_Inheritance,2026-09-03
The Flow Untethered,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Flow_Untethered,2026-09-03
Graven's Secret,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Graven's_Secret,2026-09-03
Olesya's Delight,Cloth Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Olesya's_Delight,2026-09-03
Rigwald's Crest,Two-Stone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rigwald's_Crest,2026-09-03
Death's Opus,Death Bow,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Death's_Opus,2026-09-03
Flesh-Eater,Dream Mace,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Flesh-Eater,2026-09-03
Briskwrap,Sun Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Briskwrap,2026-09-03
Shavronne's Pace,Scholar Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Shavronne's_Pace,2026-09-03
Triad Grip,Mesh Gloves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Triad_Grip,2026-09-03
Uzaza's Mountain,Sapphire Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Uzaza's_Mountain,2026-09-03
The Snowblind Grace,Zodiac Leather,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Snowblind_Grace,2026-09-03
The Formless Flame,Royal Burgonet,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Formless_Flame,2026-09-03
The Trickster's Smile,Visored Sallet,其它掉落,Drops from enemies native to the Viridian Wildwood or Ritual encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Trickster's_Smile,2026-09-03
Matua Tupuna,Tarnished Spirit Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Matua_Tupuna,2026-09-03
Winterheart,Gold Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Winterheart,2026-09-03
Wurm's Molt,Leather Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wurm's_Molt,2026-09-03
The Primordial Chain,Coral Amulet,其它掉落,Delve league-specific Uniques can also drop deterministically from certain chests in Delve.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Primordial_Chain,2026-09-03
Uul-Netol's Kiss,Vaal Axe,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Uul-Netol's_Kiss,2026-09-03
Twyzel,Sage Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,按传奇名回退匹配（底材版本不同）,https://www.poewiki.net/wiki/Twyzel,2026-09-03
Mightflay,Flaying Knife,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mightflay,2026-09-03
Titucius' Span,Reinforced Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Titucius'_Span,2026-09-03
Elevore,Wolf Pelt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Elevore,2026-09-03
Edge of Madness,Etched Greatsword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Edge_of_Madness,2026-09-03
Replica Veil of the Night,Great Helmet,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Veil_of_the_Night,2026-09-03
Veil of the Night,Great Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Veil_of_the_Night,2026-09-03
Relentless Fury,Decorative Axe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Relentless_Fury,2026-09-03
Esh's Mirror,Vaal Spirit Shield,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Esh's_Mirror,2026-09-03
The Aylardex,Agate Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Aylardex,2026-09-03
Ahkeli's Valley,Ruby Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ahkeli's_Valley,2026-09-03
Circle of Anguish,Ruby Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Circle_of_Anguish_(Fractured),2026-09-03
Doomfletch's Prism,Royal Bow,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Doomfletch's_Prism,2026-09-03
The Stormwall,Royal Staff,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Stormwall,2026-09-03
The Stormheart,Royal Staff,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Stormheart,2026-09-03
Lakishu's Blade,Elegant Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lakishu's_Blade,2026-09-03
Viper's Scales,Full Scale Armour,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Viper's_Scales,2026-09-03
Leer Cast,Festival Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Leer_Cast,2026-09-03
Wake of Destruction,Mesh Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wake_of_Destruction,2026-09-03
Curtain Call,Plague Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Curtain_Call,2026-09-03
Honoured Alliance,Coral Ring,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Honoured_Alliance,2026-09-03
Rearguard,Blunt Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Rearguard,2026-09-03
Replica Winterheart,Gold Amulet,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Winterheart,2026-09-03
Geofri's Devotion,Brass Maul,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Geofri's_Devotion,2026-09-03
Queen's Escape,Ornate Sword,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Queen's_Escape,2026-09-03
Queen's Decree,Ornate Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Queen's_Decree,2026-09-03
Geofri's Baptism,Brass Maul,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Geofri's_Baptism,2026-09-03
Slitherpinch,Bronzescale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Slitherpinch,2026-09-03
Sundance,Clasped Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Sundance,2026-09-03
Valyrium,Moonstone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Valyrium,2026-09-03
Thousand Ribbons,Simple Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Thousand_Ribbons,2026-09-03
Tabula Rasa,Simple Robe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tabula_Rasa,2026-09-03
Lori's Lantern,Prismatic Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lori's_Lantern,2026-09-03
Thief's Torment,Prismatic Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Thief's_Torment,2026-09-03
Ewar's Mirage,Antique Rapier,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ewar's_Mirage,2026-09-03
Mark of the Red Covenant,Tribal Circlet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Mark_of_the_Red_Covenant,2026-09-03
Coward's Legacy,Chain Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Coward's_Legacy,2026-09-03
Ngamahu's Sign,Ruby Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ngamahu's_Sign,2026-09-03
Hand of Thought and Motion,Imperial Claw,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hand_of_Thought_and_Motion,2026-09-03
The Infinite Pursuit,Titan Greaves,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Infinite_Pursuit,2026-09-03
Fox's Fortune,Wild Leather,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fox's_Fortune,2026-09-03
Foxshade,Wild Leather,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Foxshade,2026-09-03
Timetwist,Moonstone Ring,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Timetwist,2026-09-03
Ashrend,Buckskin Tunic,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ashrend,2026-09-03
Solaris Lorica,Copper Plate,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Solaris_Lorica,2026-09-03
Malachai's Simula,Iron Mask,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Malachai's_Simula,2026-09-03
Trolltimber Spire,Cedar Tower Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Trolltimber_Spire,2026-09-03
Skirmish,Two-Point Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Skirmish,2026-09-03
Widowhail,Crude Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Widowhail,2026-09-03
Replica Gifts from Above,Diamond Ring,其它掉落,Replicas can be obtained from the Curio Display in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Gifts_from_Above,2026-09-03
Gifts from Above,Diamond Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Gifts_from_Above,2026-09-03
Putembo's Meadow,Topaz Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Putembo's_Meadow,2026-09-03
Circle of Regret,Topaz Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Circle_of_Regret_(Fractured),2026-09-03
Amplification Rod,Spiraled Wand,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Amplification_Rod,2026-09-03
Storm Prison,Spiraled Wand,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Storm_Prison,2026-09-03
Solerai's Radiance,Chain Belt,其它掉落,"Obtained by using a 16x16px|link=|alt=Coin of Restoration Coin of Restoration Stack Size: 10 Restores an Afarud Unique item to its past Maraketh form ""Drain away the sands of Time, restore that which is now mine!"" Right click this item then left click a valid Afarud Unique item to restore it to its Maraketh form. 78x78px|link=|alt=|class=item-icon on 16x16px|link=|alt=Saresh's Darkness Saresh's Darkness Chain Belt Requires Level 24 +(9-20) to maximum Energy Shield +(23-37)...",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Solerai's_Radiance,2026-09-03
Saresh's Darkness,Chain Belt,其它掉落,Drops from Mirage encounters.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Saresh's_Darkness,2026-09-03
Facebreaker,Strapped Mitts,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Facebreaker,2026-09-03
Whakatutuki o Matua,Tarnished Spirit Shield,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Whakatutuki_o_Matua,2026-09-03
The Peregrine,Visored Sallet,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Peregrine,2026-09-03
Stormcharger,Plated Greaves,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Stormcharger,2026-09-03
Giantsbane,Bronze Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Giantsbane,2026-09-03
Replica Bloodplay,Stiletto,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Bloodplay,2026-09-03
Flesh and Spirit,Ironscale Gauntlets,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Flesh_and_Spirit,2026-09-03
Hyperboreus,Leather Belt,其它掉落,Drops from executed Safehouse leaders in Transportation Safehouses. Only obtainable from Safehouses of area level 78 or higher.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hyperboreus,2026-09-03
Survivor's Guilt,Heavy Belt,其它掉落,Exclusive as a reward from Rituals.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Survivor's_Guilt,2026-09-03
Quecholli,Jagged Maul,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Quecholli,2026-09-03
Fidelitas' Spike,Jagged Foil,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fidelitas'_Spike,2026-09-03
Bones of Ullr,Silk Slippers,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Bones_of_Ullr,2026-09-03
Deerstalker,Deerskin Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Deerstalker,2026-09-03
Drillneck,Penetrating Arrow Quiver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Drillneck,2026-09-03
Timeclasp,Moonstone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Timeclasp,2026-09-03
Grattus Signet,Diamond Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Grattus_Signet,2026-09-03
Le Heup of All,Iron Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Le_Heup_of_All,2026-09-03
Replica Tasalio's Sign,Sapphire Ring,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Tasalio's_Sign,2026-09-03
Pyre,Sapphire Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Pyre,2026-09-03
Circle of Fear,Sapphire Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Circle_of_Fear_(Fractured),2026-09-03
Spine of the First Claimant,Iron Sceptre,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Spine_of_the_First_Claimant,2026-09-03
Brightbeak,War Hammer,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Brightbeak,2026-09-03
Lavianga's Wisdom,War Hammer,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Lavianga's_Wisdom,2026-09-03
The Tempestuous Steel,War Sword,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Tempestuous_Steel,2026-09-03
Ungil's Gauche,Boot Knife,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ungil's_Gauche,2026-09-03
Demigod's Dominance,Golden Mantle,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Demigod's_Dominance,2026-09-03
Frostferno,Leather Hood,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Frostferno,2026-09-03
The Deep One's Hide,Studded Round Shield,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Deep_One's_Hide,2026-09-03
The Nomad,Studded Belt,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Nomad,2026-09-03
Ikiaho's Promise,Coral Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ikiaho's_Promise,2026-09-03
Ashcaller,Goat's Horn,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ashcaller,2026-09-03
Victario's Flight,Goathide Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Victario's_Flight,2026-09-03
Tulborn,Opal Wand,其它掉落,"Can be obtained from the Genesis Tree using an Ancient Wombgift, Grasping Coffers in Hive Fortresses or Hive Colony, or as a random drop from It That Was Esh and It That Was Tul.",传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tulborn,2026-09-03
Replica Karui Ward,Jade Amulet,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Karui_Ward,2026-09-03
The Warden's Brand,Iron Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Warden's_Brand,2026-09-03
Retaliation Charm,Citrine Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Retaliation_Charm,2026-09-03
Ghostwrithe,Silken Vest,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Ghostwrithe,2026-09-03
Wideswing,Poleaxe,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Wideswing,2026-09-03
Roth's Reach,Recurve Bow,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Roth's_Reach,2026-09-03
Duskblight,Ironscale Boots,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Duskblight,2026-09-03
Thrillsteel,Barbute Helmet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Thrillsteel,2026-09-03
Dusktoe,Ironscale Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dusktoe,2026-09-03
Fated End,Paua Ring,其它掉落,Fated End can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Fated_End,2026-09-03
Replica Doedre's Damning,Paua Ring,其它掉落,Replicas can be obtained from Curio Displays in the final reward rooms of any Grand Heist.,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Replica_Doedre's_Damning,2026-09-03
Hrimnor's Hymn,Sledgehammer,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Hrimnor's_Hymn,2026-09-03
Aurumvorax,Basket Rapier,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Aurumvorax,2026-09-03
Malachai's Awakening,Iron Mask,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Malachai's_Awakening,2026-09-03
Kikazaru,Topaz Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kikazaru,2026-09-03
Belt of the Deceiver,Heavy Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Belt_of_the_Deceiver,2026-09-03
Berek's Pass,Two-Stone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Berek's_Pass,2026-09-03
Berek's Grip,Two-Stone Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Berek's_Grip,2026-09-03
Meginord's Girdle,Heavy Belt,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Meginord's_Girdle,2026-09-03
Tasalio's Sign,Sapphire Ring,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Tasalio's_Sign,2026-09-03
The Felbog Fang,Citrine Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/The_Felbog_Fang,2026-09-03
Maligaro's Cruelty,Turquoise Amulet,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Maligaro's_Cruelty,2026-09-03
Dreadsurge,Cleaver,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dreadsurge,2026-09-03
Dreadarc,Cleaver,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Dreadarc,2026-09-03
Kaltensoul,Painted Buckler,其它掉落,Wiki drop_enabled!=1；不属于当前普通掉落池,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaltensoul,2026-09-03
Nomic's Storm,Strapped Boots,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Nomic's_Storm,2026-09-03
Kaltenhalt,Painted Buckler,普通掉落,Wiki drop_enabled=1，且无专属来源说明,传奇名+底材精确匹配,https://www.poewiki.net/wiki/Kaltenhalt,2026-09-03
